,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
1459,MF DOOM,0.728,0.832,7,-6.827,1,0.269,0.325,0.0,0.504,0.825,95.049,172893,4,46.3998,9,0
8044,Bonobo,0.378,0.178,6,-15.348,0,0.0303,0.958,0.802,0.11,0.0591,77.263,223720,4,29.94242,9,0
3456,P!nk,0.762,0.686,0,-5.26,0,0.049,0.0274,3.62e-06,0.572,0.733,91.816,296960,4,46.91783,15,1
10024,Nicole Scherzinger Featuring 50 Cent,0.751,0.799,7,-3.906,1,0.27,0.155,0.0,0.427,0.59,95.013,262253,4,30.64558,12,1
8427,A Boogie Wit da Hoodie Featuring Juice WRLD,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4,50.98528,9,1
6503,Taylor Swift,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,23.56578,12,1
3244,Crystal Castles,0.605,0.588,8,-5.924,0,0.0339,1.41e-05,0.609,0.0927,0.81,111.989,193707,4,34.07736,8,0
5543,The Black Dahlia Murder,0.474,0.982,10,-3.316,0,0.143,0.000173,0.000405,0.341,0.114,99.72,182507,3,27.76342,11,0
4826,Kenny Chesney,0.577,0.483,4,-8.141,1,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,302667,4,57.92695,10,1
6822,Meek Mill Featuring Drake,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,197133,3,38.68831,11,1
4368,Raheem DeVaughn,0.751,0.48,0,-5.784,0,0.22,0.5,0.0,0.298,0.632,87.016,267600,4,50.44675,11,1
11387,Megan Thee Stallion Featuring DaBaby,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4,72.16997,7,1
6160,Bizzle,0.458,0.806,11,-6.006,0,0.405,0.0178,0.0,0.0872,0.365,98.422,319267,5,38.49582,16,0
1476,Mary J. Blige Featuring Drake,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,296147,4,38.99664,12,1
7919,Butterfly Trajectory,0.551,0.676,8,-6.443,1,0.0411,0.00232,0.81,0.12,0.24,139.993,514003,3,169.99079,21,0
3015,Linkin Park,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,47.8144,7,1
6188,The Hush Sound,0.672,0.643,2,-5.617,1,0.0285,0.00647,0.000203,0.0765,0.525,95.018,201240,4,16.25562,8,0
8546,Old Dominion,0.687,0.793,5,-3.577,1,0.0333,0.305,3.23e-06,0.1,0.673,100.991,206507,4,21.24818,9,1
9493,The PropheC,0.711,0.527,1,-7.073,0,0.186,0.0486,0.0,0.193,0.384,86.014,193588,4,16.83314,8,0
10090,Sia,0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,99.963,263520,4,31.44337,10,1
4058,HYDE,0.308,0.898,7,-1.888,0,0.0486,9.19e-05,0.0917,0.0974,0.298,117.13,326173,4,34.65756,12,0
9184,Migos Featuring DJ Khaled,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4,47.37726,18,1
2866,P. Diddy Featuring The Neptunes,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,4,35.27803,10,1
5094,Trance Allstars,0.492,0.985,11,-6.433,1,0.0459,0.00014,0.978,0.0441,0.373,144.992,207893,4,23.16087,13,0
8382,Story Of The Year,0.597,0.931,11,-4.591,0,0.0984,0.127,0.0,0.0504,0.534,92.003,235200,4,26.76235,9,0
845,The American Dollar,0.0698,0.0948,0,-20.031,0,0.0396,0.892,0.925,0.0896,0.0335,75.984,226250,4,38.20202,6,0
11704,Thirty Seconds To Mars,0.502,0.948,6,-3.717,1,0.121,0.0099,4.54e-06,0.0809,0.102,139.979,273467,4,58.27549,10,1
9952,Niall Horan,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,4,34.09796,10,1
8337,Juice WRLD,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4,62.0969,9,1
1904,Red Hot Chili Peppers,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4,55.98052,12,1
7087,One Direction,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,182960,4,26.72317,7,1
904,Scotty Emerick With Toby Keith,0.733,0.751,4,-5.761,1,0.0311,0.262,0.0,0.0532,0.814,107.105,214200,4,48.06799,9,1
10258,Tall Black Guy,0.565,0.618,11,-10.841,0,0.0837,0.0254,0.327,0.203,0.411,182.022,331013,4,25.57317,14,0
7653,Zendaya,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,209187,4,42.97724,9,1
3260,OneRepublic,0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853,4,55.18632,8,1
5490,"Eminem, Dr. Dre & 50 Cent",0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,297520,3,31.35768,13,1
9382,Matt Stell,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4,20.74027,10,1
2957,Phazm,0.33,0.991,0,-3.235,0,0.261,3.32e-06,0.0577,0.0662,0.39,160.067,241507,4,43.68242,7,0
692,Chris Brown,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,229040,4,41.29358,11,1
11828,Jakob Bro,0.508,0.142,4,-28.106,1,0.0346,0.934,0.926,0.702,0.467,106.402,291267,3,39.23611,7,0
11841,Kumbhaka,0.151,0.0244,6,-32.248,0,0.04,0.98,0.912,0.11,0.0358,65.585,162776,4,18.55926,12,0
2955,K. J. Yesudas,0.609,0.453,4,-11.686,0,0.0414,0.716,0.0239,0.0884,0.825,101.458,289933,3,32.61828,14,0
10713,Grave Digger,0.167,0.992,4,-5.917,1,0.0925,1.08e-05,0.00412,0.327,0.173,170.159,199387,4,32.41097,11,0
4225,Glee Cast,0.242,0.91,9,-5.19,1,0.113,0.0679,3.38e-06,0.137,0.253,193.886,125013,4,33.99884,6,1
6522,Eric Church,0.711,0.796,10,-5.87,1,0.0341,0.0716,0.0045,0.262,0.901,109.991,208733,4,32.48142,10,1
9102,New Boyz Featuring Ray J,0.42,0.787,8,-4.467,1,0.294,0.0104,0.0,0.198,0.38,97.967,178808,4,19.09272,10,1
7766,Florida Georgia Line,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4,79.17774,6,1
1415,R.E.M.,0.461,0.755,7,-3.71,1,0.0318,0.0178,1.13e-06,0.18,0.439,124.256,236627,4,19.57804,10,1
2825,TLC,0.677,0.92,2,-5.013,1,0.0304,0.0262,5.08e-05,0.173,0.711,95.006,231373,4,40.12613,9,1
4707,Dustin O'Halloran,0.621,0.352,0,-13.833,1,0.0382,0.961,0.883,0.146,0.396,109.998,195747,4,35.64637,10,0
7342,Eminem,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084,238746,4,40.90364,11,1
11942,Inigo Montoya,0.475,0.763,9,-7.349,1,0.0438,0.0464,0.00899,0.0737,0.111,159.941,217640,4,29.63816,12,0
11314,Imagine Dragons,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4,29.62402,10,1
2124,Carrie Underwood,0.434,0.608,2,-4.281,1,0.0311,0.564,0.0,0.283,0.331,78.606,240267,4,28.13589,12,1
5392,M2M,0.627,0.723,1,-6.241,0,0.0341,0.0141,3.66e-05,0.118,0.596,97.555,225200,4,39.96201,9,1
287,A Touch Of Class,0.774,0.822,9,-7.487,0,0.0512,0.0352,1.92e-06,0.0795,0.535,132.084,245203,4,50.03385,11,0
4327,Gwen Stefani,0.711,0.72,2,-3.919,1,0.0276,0.0199,0.000303,0.34,0.81,112.017,190653,4,37.91582,9,1
5692,Terry Riley,0.298,0.407,9,-12.165,0,0.0361,0.0431,0.764,0.081,0.0403,126.506,400307,3,43.33435,21,0
779,Allison,0.383,0.742,10,-5.589,1,0.043,0.0207,0.0,0.101,0.283,180.142,240267,4,26.95208,12,0
8247,Chet Baker,0.446,0.106,9,-20.084,0,0.0326,0.966,0.881,0.109,0.242,125.983,209027,3,45.37561,11,0
2704,Ultra Milkmaids,0.25,0.659,11,-9.742,0,0.0301,0.684,0.83,0.224,0.106,140.685,358600,4,36.36533,12,0
5814,Crush 40,0.407,0.913,7,-6.596,1,0.0646,5.74e-05,0.0255,0.101,0.352,139.909,284813,4,20.47018,13,0
939,SHeDAISY,0.566,0.718,7,-6.371,1,0.0292,0.206,0.0,0.223,0.503,148.139,240600,4,35.88652,9,1
7379,Blake Shelton,0.666,0.78,2,-5.847,1,0.048,0.0189,1.01e-06,0.0635,0.923,154.056,221402,4,17.98232,14,1
4579,Weekend Nachos,0.276,0.796,1,-4.841,1,0.0873,0.137,0.00606,0.233,0.0853,87.101,25880,3,0.0,2,0
8693,Roger Bäck,0.271,0.524,1,-7.545,0,0.0606,0.605,0.0014,0.182,0.623,194.563,166905,4,26.78611,14,0
3933,Brandy,0.692,0.656,10,-4.81,0,0.151,0.358,0.0029,0.0929,0.629,105.994,248933,4,50.94222,8,1
2053,Novembers Doom,0.226,0.948,10,-5.62,1,0.0713,7.35e-06,0.0983,0.108,0.0828,102.523,377947,3,51.64429,12,0
7688,Jesse Taylor,0.627,0.207,11,-14.418,1,0.0356,0.924,0.876,0.192,0.358,107.274,220000,4,49.93894,12,0
11175,XXXTENTACION Featuring Kanye West & Travis Barker,0.568,0.636,11,-4.265,1,0.204,0.00671,0.0,0.105,0.879,113.497,197759,5,87.60287,9,1
1601,Septicflesh,0.203,0.884,2,-4.871,0,0.0887,1.17e-05,0.676,0.359,0.144,139.412,248160,4,42.88765,11,0
9975,Kelly Clarkson,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124.042,250387,4,76.18224,6,1
10847,Chris Brown Featuring Usher & Gucci Mane,0.762,0.576,1,-4.951,0,0.0829,0.0556,0.0,0.0869,0.316,142.096,220813,4,50.90762,9,1
3497,DJ Seduction,0.735,0.84,1,-8.547,1,0.0341,0.000466,0.653,0.188,0.603,129.671,298907,4,30.44541,17,0
11383,Drake,0.627,0.614,6,-6.006,0,0.17,0.0211,0.0,0.0286,0.758,96.038,208947,4,50.83887,7,1
2508,The Killers,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840,4,32.85281,11,1
7634,Afrojack Featuring Chris Brown,0.654,0.761,6,-4.404,1,0.0678,0.0467,0.0,0.104,0.805,128.033,240005,4,31.16915,10,1
3023,Adelitas Way,0.435,0.95,2,-4.747,1,0.0942,0.000103,0.0,0.321,0.583,159.963,216920,4,20.34142,12,0
8030,Jay Z Kanye West,0.788,0.859,1,-5.542,1,0.315,0.127,0.0,0.348,0.769,140.027,219333,4,19.33116,10,1
1299,Svjata Vatra,0.59,0.557,7,-5.542,1,0.356,0.221,0.188,0.0234,0.909,131.969,259787,4,65.77091,10,0
5892,Greensky Bluegrass,0.48,0.548,0,-9.119,1,0.0328,0.627,0.00502,0.205,0.322,90.109,224853,4,24.45777,9,0
11209,Tessanne Chin,0.32,0.314,7,-8.757,1,0.0301,0.882,0.0,0.189,0.372,81.351,222150,4,57.84472,11,1
6554,Shakey Graves,0.597,0.549,1,-10.253,1,0.0586,0.651,1.47e-05,0.0991,0.204,122.801,291596,4,31.94497,16,0
3220,Maxwell,0.467,0.329,8,-9.165,1,0.0326,0.676,3.69e-05,0.108,0.141,113.643,240320,4,26.36427,11,1
2858,Le Luci Della Centrale Elettrica,0.377,0.462,7,-5.665,1,0.0309,0.698,0.000124,0.778,0.18,116.747,259453,4,60.29899,11,0
1252,Sutton Foster,0.328,0.213,11,-10.698,1,0.0469,0.886,0.0,0.113,0.21,176.136,214227,4,17.78937,12,0
2725,George Strait,0.635,0.6,4,-7.233,1,0.0229,0.59,0.000198,0.254,0.516,97.985,178773,4,29.4637,9,1
4985,Lugubre,0.114,0.991,4,-3.443,0,0.16,1.35e-06,0.956,0.0619,0.0356,157.685,216293,4,37.81687,8,0
1597,Beyonce Featuring Slim Thug,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,210453,4,18.1726,14,1
7558,ASMR Glow,0.535,0.0492,1,-39.104,1,0.183,0.00115,4.64e-05,0.301,0.233,112.067,339672,4,25.85198,14,0
5511,Los Sinners,0.46,0.806,4,-8.251,1,0.0423,0.378,0.0,0.489,0.753,129.115,143147,4,20.60192,10,0
4487,Lil' Wayne Featuring Juvenile & B.G.,0.739,0.828,10,-5.079,0,0.219,0.211,0.0,0.0954,0.745,168.091,314440,4,29.19997,19,1
4696,Justin Timberlake,0.853,0.811,6,-4.926,0,0.0646,0.0439,0.000304,0.0703,0.901,114.961,283627,4,57.36947,14,1
4478,Beatnik Turtle,0.64,0.47,10,-11.73,1,0.0346,0.52,0.0,0.083,0.78,120.108,225200,1,24.29543,12,0
104,Buddy Jewell,0.565,0.562,0,-7.43,1,0.0339,0.263,0.0,0.0994,0.652,75.035,229093,4,25.98469,9,1
6370,VibeSquaD,0.813,0.765,4,-6.556,0,0.135,0.0259,0.545,0.665,0.861,102.011,269840,4,37.70482,12,0
1111,September,0.776,0.878,9,-3.377,1,0.0304,0.00141,0.000204,0.0574,0.96,130.022,211600,4,29.39719,12,1
9299,"DJ Khaled Featuring JAY Z, Future & B",0.573,0.591,11,-6.715,0,0.331,0.0107,0.0,0.455,0.232,86.721,230713,5,29.18408,11,1
5773,Edward Ka-Spel,0.439,0.181,10,-22.908,1,0.0275,0.718,0.291,0.0827,0.0588,91.997,353653,3,65.0843,15,0
12052,Meek Mill,0.67,0.75,11,-4.954,1,0.205,0.0103,0.0,0.338,0.529,94.405,170883,4,51.4509,7,1
2436,John Mayer,0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.541,167.845,230213,4,34.0337,10,1
9119,Travis Scott,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4,52.37253,11,1
5366,Coo Coo Cal,0.803,0.955,6,-3.819,0,0.293,0.178,2.41e-05,0.593,0.814,95.289,200569,4,72.13797,10,1
7077,Purity Ring,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760,4,81.4581,7,0
4333,The Game Featuring Junior Reid,0.608,0.875,7,-5.642,1,0.231,0.000921,0.0,0.125,0.589,163.443,257600,4,71.09915,12,1
4674,Kevin Denney,0.492,0.685,5,-6.046,1,0.035,0.141,0.0,0.389,0.376,172.115,232267,4,39.05036,10,1
333,John Foxx,0.109,0.00459,9,-32.667,0,0.0338,0.989,0.89,0.0796,0.0441,70.122,359680,3,26.43355,14,0
118,Finger Eleven,0.588,0.555,1,-9.401,1,0.0334,0.447,0.0,0.0806,0.445,151.991,279573,4,25.8805,13,1
7171,Gibi ASMR,0.515,0.0356,1,-41.568,1,0.111,0.000943,0.000107,0.0786,0.119,101.757,356832,3,66.71799,18,0
301,Death Cab For Cutie,0.605,0.619,9,-8.971,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,4,35.74844,15,1
11332,Tristam,0.553,0.857,11,-5.901,1,0.265,0.372,0.000314,0.0727,0.318,159.997,285000,4,25.88393,11,0
818,The Veronicas,0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,255360,4,31.46686,12,1
10096,J. Cole,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,235320,4,30.7589,11,1
997,Lee Greenwood,0.368,0.45,5,-7.121,1,0.0276,0.156,0.0,0.107,0.184,139.217,196933,4,39.13522,9,1
11981,Brad Paisley,0.562,0.825,5,-5.794,1,0.0269,0.00493,0.000629,0.57,0.694,97.54,261920,4,30.64355,10,1
12183,Nine Eleven,0.468,0.969,6,-3.669,0,0.253,1.95e-05,0.0,0.338,0.318,75.009,145503,4,31.43994,6,0
5446,Brobdingnagian Bards,0.652,0.473,2,-8.895,1,0.0748,0.806,0.0,0.115,0.675,134.311,158613,4,33.6656,11,0
3929,Diamond Rio,0.659,0.49,4,-5.093,1,0.0273,0.627,1.32e-06,0.134,0.273,131.081,215627,5,45.27917,10,1
1840,Hot Boys,0.815,0.797,2,-6.304,1,0.186,0.0557,0.0,0.641,0.65,96.006,292840,4,65.70652,10,1
5197,GBH,0.474,0.994,2,-4.954,1,0.0801,0.00669,0.45,0.137,0.433,107.147,194093,4,56.34708,10,0
9156,YG Featuring Drake,0.676,0.415,9,-9.752,1,0.508,0.0281,0.0,0.0915,0.146,193.206,233507,4,20.60689,11,1
7889,Lukas Graham,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,206903,4,50.32548,10,1
3863,Usher Featuring Lil Jon & Ludacris,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4,36.95836,11,1
10813,Rod Wave,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3,23.60367,7,1
7226,P!nk Featuring Chris Stapleton,0.368,0.321,3,-5.904,1,0.0272,0.769,0.0,0.135,0.0673,139.001,188120,4,37.99126,11,1
8092,One Direction,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,4,22.57097,12,1
2435,Godsmack,0.374,0.959,7,-4.695,1,0.14,0.000187,0.00206,0.081,0.375,183.66,259507,4,45.08731,14,1
12189,Glee Cast,0.833,0.441,11,-6.172,0,0.152,0.392,0.0,0.149,0.762,127.659,180280,4,29.89094,9,1
2254,M. Balamuralikrishna,0.42,0.543,6,-9.52,1,0.0913,0.862,0.0,0.115,0.57,156.149,707827,5,32.53135,30,0
670,Meshuggah,0.149,0.999,5,-4.225,1,0.114,3.17e-06,0.91,0.518,0.322,85.03,264413,4,45.46376,11,0
96,Christina Aguilera,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,238560,4,29.82293,11,1
10624,Voyager,0.0777,0.083,0,-27.513,1,0.0436,0.93,0.707,0.0843,0.0394,175.335,128672,3,24.9465,7,0
3001,Nicholas Hooper,0.11,0.0114,3,-30.483,1,0.0405,0.834,0.973,0.0804,0.0342,91.484,116067,4,57.59745,5,0
995,Rexanthony,0.476,0.949,1,-9.017,1,0.103,0.00289,0.86,0.109,0.188,180.858,235807,4,61.60835,11,0
6331,Power From Hell,0.331,0.834,7,-9.069,1,0.0752,3.56e-06,0.948,0.0791,0.44,78.337,201131,4,50.05939,6,0
699,Fergie,0.708,0.641,7,-4.296,1,0.0336,0.205,0.0,0.0945,0.253,113.082,268120,4,74.80411,10,1
11627,Blind Willie Johnson,0.531,0.258,5,-14.041,1,0.127,0.857,8.96e-06,0.347,0.552,169.308,162880,4,34.45429,8,0
8112,Yuni Wa,0.623,0.532,0,-7.348,1,0.0545,0.00319,0.854,0.149,0.31,168.106,205729,4,69.28787,8,0
2235,Nightwish,0.347,0.862,3,-3.777,1,0.0502,0.00066,0.0259,0.0746,0.146,174.954,347402,4,36.58028,11,0
4847,Los Teen Tops,0.525,0.641,4,-6.825,1,0.0793,0.572,0.0,0.253,0.919,95.273,107533,4,36.08165,7,0
5910,I Will Never Be The Same,0.358,0.818,1,-7.365,0,0.059,8.06e-05,0.000752,0.145,0.424,90.038,205320,4,32.36458,8,0
9448,Wiz Khalifa,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,4,38.15207,9,1
2467,Body Head Bangerz Featuring YoungBloodz,0.65,0.811,9,-6.258,1,0.27,0.00404,0.0,0.119,0.366,168.014,288173,4,30.92301,21,1
10776,Dabin,0.377,0.566,11,-6.173,1,0.044,0.134,0.0,0.135,0.222,154.875,365419,4,24.00343,17,0
3872,LL Cool J Featuring Jennifer Lopez,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-05,0.205,0.48,120.066,233973,4,74.86477,8,1
6425,DaVido,0.71,0.603,8,-7.234,0,0.11,0.33,0.0,0.358,0.434,109.812,248727,4,24.38208,11,0
1813,Steve Jablonsky,0.35,0.307,2,-17.469,0,0.039,0.633,0.613,0.102,0.296,150.223,214573,4,37.61002,13,0
7568,Everydayz,0.611,0.472,10,-11.764,1,0.0335,0.0702,0.0254,0.0966,0.216,120.081,225045,4,33.97699,10,0
3028,Ciara Featuring Chamillionaire,0.941,0.631,1,-5.998,0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,263373,4,35.58024,11,1
10451,DeJ Loaf,0.56,0.81,0,-8.029,0,0.0872,0.0071,7.93e-06,0.241,0.247,170.044,217573,4,68.50717,8,1
4171,Yung Joc,0.744,0.368,1,-6.349,1,0.0524,0.0702,0.0,0.192,0.391,84.018,241307,4,37.18808,9,1
10810,Drake & Future,0.823,0.49,7,-8.391,1,0.429,0.0369,1.16e-06,0.0807,0.307,165.949,211643,4,25.50537,15,1
10814,Noel Gallagher's High Flying Birds,0.545,0.836,6,-4.029,1,0.0281,1.04e-05,0.000129,0.413,0.449,105.925,209480,4,57.06398,7,0
2096,Fabolous Featuring The-Dream,0.789,0.55,11,-7.423,0,0.0473,0.174,0.0,0.0614,0.696,172.049,231573,4,31.9369,11,1
3989,Shabareesh Varma,0.628,0.746,6,-8.086,0,0.17,0.0659,0.00467,0.103,0.688,171.899,146940,4,46.78932,7,0
1327,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",0.767,0.872,10,-4.25,0,0.0761,0.153,0.0,0.518,0.565,112.6,263280,4,18.73095,13,1
790,Trifonic,0.483,0.617,10,-8.464,0,0.0466,0.147,0.528,0.21,0.203,167.823,443173,3,18.11225,15,0
1537,Rihanna,0.745,0.694,8,-7.519,1,0.128,0.0962,0.0,0.0454,0.74,95.924,208107,4,22.79734,12,1
11514,Satanika,0.394,0.989,7,-5.055,1,0.262,0.000173,0.909,0.318,0.16,180.137,148000,4,35.03279,9,0
11014,Piero Piccioni,0.106,0.301,9,-16.16,1,0.0384,0.985,0.887,0.355,0.128,91.868,176040,4,49.19996,9,0
617,Novalis Deux,0.528,0.961,0,-5.084,1,0.0803,0.0283,0.000197,0.329,0.602,135.027,183440,4,18.34262,9,0
1068,Gwen Stefani Featuring Akon,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4,29.65152,14,1
4882,Whitney Houston,0.679,0.708,0,-3.844,1,0.0818,0.312,0.0,0.0878,0.82,91.983,255733,4,24.51985,12,1
1009,Nile,0.114,0.959,11,-6.676,0,0.158,1.41e-05,0.883,0.097,0.0688,184.136,182947,5,119.26689,5,0
2680,Psycroptic,0.347,0.969,7,-5.863,1,0.227,1.21e-05,0.0163,0.244,0.18,115.906,241427,4,40.75061,9,0
9411,Thomas Rhett,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,4,37.76967,11,1
6704,Living Death,0.302,0.878,1,-10.617,0,0.0881,0.0109,5.28e-05,0.97,0.18,138.927,396040,4,41.32872,18,0
6862,Thomas Bergersen,0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,117395,4,41.91236,6,0
11866,High Valley,0.601,0.941,11,-3.622,1,0.0852,0.0188,0.0,0.526,0.702,111.041,173693,4,41.6825,8,1
11401,twenty one pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4,40.27521,11,1
4621,3LW,0.656,0.724,6,-5.465,0,0.124,0.00395,4.98e-05,0.269,0.62,185.748,283533,4,26.10022,14,1
46,Plain White T's,0.458,0.55,2,-7.092,1,0.0262,0.566,1.39e-05,0.108,0.56,90.56,198360,4,22.42462,10,1
6083,Dangerous,0.164,0.974,9,-4.776,1,0.282,9.14e-06,0.0178,0.191,0.257,174.832,384160,4,38.06139,18,0
5618,Amanda Perez,0.631,0.496,9,-8.279,0,0.0598,0.428,1.01e-06,0.107,0.365,143.735,217627,4,39.86737,11,1
11082,Post Malone Featuring G-Eazy & YG,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,212467,4,28.26124,10,1
7064,Dan + Shay,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4,78.34329,7,1
1293,Kumbia Kings Featuring A.B. Quintanilla,0.671,0.921,1,-5.003,0,0.0548,0.00675,0.000341,0.109,0.755,140.0,278067,4,49.34968,13,1
7951,Billy Currington,0.606,0.497,1,-5.005,1,0.0278,0.361,0.0,0.106,0.18,125.059,228493,4,43.72122,11,1
5890,Eminem,0.459,0.899,2,-2.978,1,0.21,0.0038,0.0,0.126,0.437,176.384,272417,4,30.26082,10,1
1316,Big Tymers Featuring R. Kelly,0.839,0.612,8,-8.777,1,0.179,0.484,0.0,0.0839,0.891,152.0,258947,4,32.07449,14,1
9009,Ludacris,0.784,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201587,4,73.43504,6,1
7071,Freedom Dub,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.00578,0.179,0.62,90.005,216422,4,23.68503,9,0
2804,The Jazz Butcher,0.592,0.832,9,-8.505,0,0.038,0.0442,0.934,0.125,0.763,133.57,240720,4,21.97094,11,0
6307,Cerebral Fix,0.0936,0.818,9,-10.516,1,0.0597,2.96e-06,0.316,0.118,0.372,74.109,290667,4,25.05955,13,0
10970,Katy Perry,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,4,42.16812,10,1
2686,Sannex,0.587,0.964,4,-3.617,1,0.0469,0.0983,0.0,0.0634,0.96,160.934,178107,4,38.8097,6,0
6581,Max Frost,0.855,0.395,11,-8.84,0,0.0604,0.229,0.00073,0.352,0.375,103.958,187853,4,70.78136,7,0
9693,G-Eazy,0.607,0.783,9,-6.891,1,0.139,0.0036,0.0,0.216,0.182,87.026,180333,4,35.17387,9,1
3132,Annaleigh Ashford,0.57,0.481,7,-9.741,1,0.645,0.497,0.0,0.425,0.622,159.939,346813,4,25.19407,16,0
3167,Lama Gyurme,0.46,0.275,10,-12.14,0,0.0299,0.863,0.955,0.13,0.148,111.337,451840,4,29.86541,16,0
3948,Phazm,0.518,0.963,8,-4.275,1,0.137,7.17e-06,0.0587,0.0972,0.203,130.019,252093,4,19.70671,12,0
10254,Banda Sinaloense MS de Sergio Lizárraga,0.756,0.526,8,-5.379,1,0.0408,0.581,1.08e-05,0.0875,0.94,144.942,176800,3,50.33858,7,0
10653,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",0.703,0.68,3,-7.706,1,0.234,0.0203,0.0,0.151,0.596,147.929,288640,4,24.85844,14,1
9508,Weezer,0.534,0.784,8,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,238627,4,84.6483,9,1
10224,Story Of The Year,0.254,0.97,8,-4.635,1,0.0789,0.00015,0.00586,0.141,0.166,99.963,300520,4,55.19977,13,0
7250,Pitbull Featuring TJR,0.722,0.958,4,-3.617,1,0.0912,0.00726,0.0,0.375,0.952,127.008,206120,4,34.52823,8,1
7682,Mos Def,0.778,0.544,1,-6.345,1,0.208,0.154,0.0,0.0909,0.86,90.45,224622,4,18.60828,14,0
1602,U2,0.529,0.715,6,-6.065,0,0.0348,0.00012,0.497,0.112,0.592,114.973,324013,4,21.59367,11,1
