,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
3534,Blockhead,0.69,0.656,7,-10.46,1,0.0753,0.619,0.364,0.115,0.611,99.997,289573,4,39.19462,14,0
3714,Uli Jon Roth,0.2,0.917,2,-5.912,0,0.3,0.123,0.00149,0.782,0.183,76.351,426200,4,30.84175,14,0
10342,Arkaea,0.495,0.972,0,-4.45,1,0.0608,9.33e-06,0.000401,0.0858,0.34,112.471,270440,4,34.91141,13,0
7800,Idina Menzel,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840,4,42.81921,11,1
382,David Banner Featuring Chris Brown,0.823,0.753,1,-4.199,1,0.476,0.00323,0.0,0.228,0.656,117.281,224547,5,51.43202,9,1
3415,Luke Vibert,0.702,0.852,0,-3.247,0,0.0714,0.0119,0.583,0.407,0.535,130.593,268800,4,40.18267,11,0
3658,Rascal Flatts,0.573,0.662,9,-4.461,1,0.0265,0.209,3.92e-05,0.323,0.256,140.046,234253,4,42.53444,11,1
11247,Extreme Noise Terror,0.175,0.92,1,-8.936,0,0.128,2.55e-06,0.935,0.473,0.294,116.348,101787,4,39.51785,6,0
7143,Rick Ross Featuring Nicki Minaj,0.715,0.68,11,-6.57,1,0.14,0.00704,0.0,0.139,0.473,140.991,280667,4,27.4165,15,1
8614,Marilyn Scott,0.61,0.556,10,-6.222,0,0.0358,0.716,0.000563,0.118,0.542,156.094,264093,4,58.51753,12,0
551,Dierks Bentley,0.533,0.665,5,-5.632,1,0.0317,0.0813,1.86e-05,0.332,0.212,80.975,223200,4,37.20245,9,1
2845,Kanye West Featuring Young Jeezy,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,238333,4,33.77304,10,1
11465,Kim English,0.725,0.828,5,-7.121,0,0.0602,0.0754,0.00147,0.0416,0.92,124.041,412293,4,29.7383,19,0
11063,Black Thought,0.869,0.846,4,-9.36,0,0.139,0.233,1.25e-05,0.0484,0.923,116.152,29853,4,0.0,2,0
7219,Johann Sebastian Bach,0.309,0.161,9,-19.658,0,0.0343,0.967,0.31,0.12,0.228,100.09,311307,3,59.86804,10,0
2257,Housse de Racket,0.704,0.734,2,-4.474,1,0.0308,0.00193,0.00997,0.311,0.56,110.029,205947,4,21.29544,11,0
4255,Crematory,0.159,0.893,5,-9.49,0,0.128,1.15e-06,0.957,0.109,0.391,100.727,277493,4,26.18943,12,0
5018,Alesana,0.362,0.944,0,-7.089,1,0.0903,0.000821,0.47,0.202,0.399,163.096,271667,4,18.86769,10,0
7587,Brett Eldredge,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,211720,4,32.08318,10,1
1345,Nirvana,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,217000,4,34.62472,11,1
9793,Flume,0.53,0.688,9,-7.482,0,0.169,0.0335,4.91e-05,0.0886,0.389,175.13,209377,4,31.81267,10,0
7662,VersaEmerge,0.466,0.943,11,-4.821,0,0.151,0.00131,3.41e-05,0.225,0.327,155.023,218880,4,76.36917,9,0
10964,Luke Bryan,0.515,0.948,0,-1.721,1,0.0438,0.0106,0.0,0.134,0.752,159.983,235266,4,17.97495,11,1
2207,Alvin Lucier,0.245,0.00283,4,-34.591,0,0.0534,0.966,0.784,0.1,0.106,61.0,487067,4,38.86887,25,0
8907,The Stooges,0.369,0.913,1,-6.296,0,0.111,2.43e-05,0.901,0.19,0.6,152.338,244539,4,18.46898,9,0
3512,Blake Shelton,0.41,0.796,0,-4.222,1,0.0326,0.0365,0.000156,0.307,0.342,164.161,239200,4,36.94058,12,1
882,Mclusky,0.512,0.982,11,-5.101,1,0.151,0.00473,0.0,0.0713,0.127,120.574,178587,4,21.21405,8,0
10552,Howard Goodman,0.504,0.562,8,-14.807,1,0.0489,0.54,5.72e-06,0.97,0.578,97.61,115773,4,21.76661,5,0
2035,P!nk,0.689,0.774,9,-4.528,1,0.0278,8.85e-05,0.0,0.0941,0.253,102.052,236600,4,29.65438,10,1
9697,Getter,0.42,0.625,4,-5.272,1,0.0361,0.239,1.86e-05,0.095,0.204,149.96,323200,4,26.45674,17,0
3638,Three Drives On A Vinyl,0.771,0.627,1,-13.08,0,0.0638,0.00219,0.905,0.0867,0.587,131.987,483718,4,41.01174,14,0
9907,Charli XCX,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908,4,40.70783,10,1
8009,Invincible Force,0.266,0.996,8,-4.767,1,0.231,0.00874,0.804,0.35,0.245,188.852,204280,4,25.33927,11,0
1073,Turing Machine,0.248,0.814,2,-6.542,1,0.035,0.000244,0.788,0.114,0.288,160.084,582333,4,20.07314,17,0
3390,Allison,0.511,0.932,3,-6.461,1,0.0493,0.018,1.74e-06,0.0679,0.697,164.984,231039,4,25.89951,11,0
3528,of Montreal,0.683,0.822,5,-4.771,1,0.152,0.301,0.00025,0.122,0.562,119.999,296427,4,63.06907,7,0
11607,Chris Brown,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973,4,31.25117,13,1
2315,Aesthetic Perfection,0.431,0.985,6,-4.732,0,0.0547,1.18e-05,0.299,0.326,0.532,139.979,341680,4,42.94638,18,0
543,Warcry,0.377,0.935,0,-4.442,1,0.0796,2.22e-05,0.354,0.07,0.263,156.028,321132,4,25.19238,13,0
3346,Sudha Ragunathan,0.499,0.552,8,-14.109,1,0.0566,0.946,0.932,0.113,0.961,155.659,223293,4,91.05651,8,0
685,Rotersand,0.574,0.921,0,-5.747,0,0.0695,0.00157,0.475,0.669,0.257,121.995,317173,4,33.4943,6,0
8007,Ludacris Featuring Usher & David Guetta,0.531,0.88,2,-3.875,1,0.0406,0.0123,3.29e-06,0.176,0.266,127.993,232027,4,19.27565,13,1
7982,Rich Homie Quan,0.846,0.497,6,-10.174,0,0.419,0.146,0.0,0.0733,0.796,134.875,261321,4,29.4101,14,1
8548,One Direction,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133,4,26.34201,11,1
3575,Stacie Orrico,0.58,0.922,1,-3.785,1,0.0958,0.0917,0.0,0.189,0.649,89.841,200387,4,29.00808,8,1
11598,The Chainsmokers Featuring Rozes,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4,47.93499,11,1
246,Chris Cagle,0.316,0.514,7,-7.048,1,0.0271,0.178,0.0,0.194,0.242,185.882,243947,4,56.40952,10,1
3461,Iron Maiden,0.285,0.99,9,-3.512,1,0.201,7.09e-05,0.00021,0.118,0.215,78.537,350373,4,50.53779,15,0
597,Unearth,0.219,0.921,7,-5.663,1,0.0787,1.37e-05,0.0515,0.123,0.535,166.307,217133,4,36.19929,13,0
8302,The Moonlandingz,0.354,0.723,7,-16.953,1,0.136,0.147,0.473,0.145,0.249,119.587,254411,4,116.56541,10,0
20,Big Punisher Featuring Donell Jones,0.9,0.593,10,-6.629,0,0.333,0.0554,0.0,0.0304,0.633,92.946,172933,4,21.78144,9,1
8676,Jon Pardi,0.549,0.713,9,-4.935,1,0.0306,0.185,0.0,0.112,0.463,162.989,209640,4,49.60881,10,1
4343,Robert Schumann,0.159,0.0457,9,-25.079,0,0.037,0.989,0.91,0.104,0.0617,83.529,1007000,4,29.70345,43,0
5091,Yellowcard,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,198267,4,28.46626,10,1
7697,YoungBoy Never Broke Again,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,148630,4,32.91821,9,1
6773,BABYMETAL,0.487,0.978,9,-4.411,1,0.102,0.000163,0.771,0.149,0.0375,129.994,270626,4,79.27429,9,0
4856,The Offspring,0.491,0.841,11,-3.651,0,0.0387,0.000609,2.4e-06,0.131,0.669,92.296,228240,4,43.65273,9,1
660,Kelly Rowland,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26e-06,0.174,0.477,79.993,249293,4,52.60902,11,1
5978,Lil Skies,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,4,77.08385,5,1
5681,Jeunesse D'Ivoire,0.663,0.76,9,-4.763,0,0.0286,0.0388,0.903,0.0721,0.647,110.724,306213,4,22.97214,17,0
9243,Abney Park,0.666,0.93,8,-6.641,1,0.106,0.0286,0.00487,0.319,0.727,93.027,196285,4,25.95211,6,0
2265,Anthony Braxton,0.465,0.0198,5,-23.743,1,0.0695,0.98,0.00937,0.141,0.183,152.195,361933,4,51.53951,17,0
9833,Roger Eno,0.292,0.0062,3,-28.108,1,0.0381,0.993,0.935,0.0995,0.0378,64.736,230425,4,49.04169,11,0
1542,Toby Keith,0.697,0.928,9,-4.173,1,0.0423,0.102,0.0,0.066,0.722,123.785,218000,4,23.76761,12,1
5456,The Horrorist,0.802,0.964,11,-4.889,0,0.0478,3.2e-05,0.712,0.121,0.596,140.007,274286,4,32.9868,13,0
171,D12,0.848,0.854,6,-3.305,0,0.0845,0.47,2.29e-06,0.106,0.876,120.024,298773,4,33.02932,15,1
1080,Tijuana No!,0.369,0.829,4,-8.503,0,0.172,0.0238,7.82e-05,0.0875,0.33,186.99,282120,4,56.74364,11,0
1554,The Red Chord,0.294,0.977,2,-5.304,1,0.236,0.00034,2.16e-05,0.118,0.122,123.517,164733,4,111.33618,5,0
7318,Marcus Miller,0.708,0.666,0,-8.224,1,0.0476,0.0593,0.832,0.784,0.89,151.985,419053,4,27.01586,18,0
7204,Bayside,0.388,0.891,6,-3.338,0,0.0816,0.000552,0.0246,0.336,0.533,172.065,214107,4,48.07048,7,0
5962,Bill Evans,0.309,0.0432,0,-24.131,1,0.0542,0.995,0.951,0.0752,0.102,74.74,457093,4,32.04847,22,0
7834,Sam Hunt,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,243707,4,26.16227,10,1
6432,Spoon,0.621,0.62,0,-4.721,1,0.0293,0.459,0.162,0.0771,0.515,176.016,301960,4,27.54915,15,0
7238,Tiwa Savage,0.831,0.844,1,-4.589,1,0.0585,0.217,0.0,0.115,0.768,112.048,211292,4,38.86894,7,0
3778,Beatnik Turtle,0.356,0.839,7,-7.372,1,0.0683,0.468,0.0,0.628,0.944,167.13,171013,4,45.00603,9,0
3675,3 Doors Down,0.499,0.88,6,-6.424,0,0.0654,0.0108,2.76e-05,0.226,0.39,147.899,264800,4,55.42304,11,1
2531,E-40 Featuring Keak Da Sneak,0.857,0.751,1,-7.086,1,0.323,0.00642,0.000257,0.104,0.293,106.888,237667,4,62.04231,9,1
7148,Hot Chelle Rae,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,200467,4,41.56043,7,1
775,Madball,0.394,0.988,8,-4.948,1,0.0661,0.00937,7.97e-06,0.188,0.338,149.817,158240,4,34.19064,7,0
10887,Marshmello Featuring Khalid,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,31.26229,10,1
6530,Gloriana,0.523,0.747,11,-6.125,1,0.0292,0.0807,0.0,0.11,0.294,118.97,232903,4,26.35749,10,1
4280,Evanescence Featuring Paul McCoy,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893,4,31.77042,10,1
8377,Ayla,0.596,0.886,9,-10.159,0,0.0325,0.0152,0.468,0.615,0.402,135.004,213328,4,32.225,10,0
9741,Wun Two,0.762,0.525,6,-11.863,1,0.199,0.949,0.87,0.114,0.652,82.777,143133,4,9.39184,3,0
913,Glee Cast,0.311,0.637,7,-6.303,1,0.0347,0.175,0.0,0.483,0.102,160.745,244333,3,34.82896,9,1
10826,Tim McGraw,0.56,0.869,3,-3.804,1,0.0387,0.024,2.94e-06,0.136,0.519,136.001,277400,4,23.18589,12,1
8484,Gehennah,0.144,0.953,2,-3.882,1,0.0676,2.01e-06,0.000493,0.306,0.296,159.438,197707,4,29.63035,10,0
7364,Arctic Monkeys,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4,20.09745,14,1
7037,The Rival Mob,0.235,0.789,7,-7.613,1,0.0519,2.32e-06,0.92,0.192,0.324,139.35,73107,4,34.96538,4,0
3891,Ginuwine,0.691,0.541,1,-5.873,1,0.0776,0.508,0.0,0.0753,0.319,127.683,243307,4,68.69183,10,1
8158,Old Dominion,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4,29.76699,9,1
3254,Sean Paul Featuring Keyshia Cole,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,243880,4,62.62715,12,1
10071,Steven C,0.303,0.0958,5,-19.481,0,0.048,0.992,0.946,0.11,0.107,65.426,295837,3,107.63506,11,0
5738,Archangel Voices,0.201,0.0835,9,-22.76,1,0.0437,0.994,0.000119,0.222,0.107,98.043,113133,1,61.3299,5,0
7482,Carrie Underwood Featuring Ludacris,0.663,0.875,6,-3.301,1,0.183,0.0821,0.0,0.124,0.51,91.056,223999,4,34.56241,6,1
9726,Jackie Gleason,0.182,0.179,7,-14.136,1,0.0336,0.901,0.907,0.225,0.0706,141.147,200388,4,23.42677,13,0
1381,Britney Spears,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4,28.08357,11,1
11492,Greensky Bluegrass,0.549,0.525,9,-12.141,1,0.0291,0.323,0.245,0.421,0.533,104.049,409974,4,29.17988,22,0
4189,T.I.,0.567,0.826,10,-4.678,0,0.443,0.342,0.0,0.135,0.726,84.814,278720,4,75.42,9,1
1562,Christina Aguilera,0.599,0.47,1,-8.356,1,0.0376,0.38,0.0,0.111,0.298,127.177,273707,4,29.99269,8,1
6605,Disturbed,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,248467,4,22.17371,13,1
1422,Toby Keith,0.629,0.737,1,-4.309,0,0.0323,0.332,0.0,0.147,0.341,87.068,199813,4,37.44987,7,1
5292,Brant Bjork,0.64,0.533,0,-11.224,1,0.0348,0.301,0.434,0.0955,0.193,95.684,630253,4,29.40904,23,0
5331,Jaheim,0.78,0.572,0,-6.797,1,0.0951,0.0618,0.0,0.0495,0.695,100.999,263866,4,42.82635,12,1
12244,Wham!,0.757,0.618,11,-7.964,0,0.0282,0.262,0.0,0.221,0.861,106.856,267160,4,18.19036,13,1
5883,Bonobo,0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042,352247,4,80.60317,13,0
10490,The Hush Sound,0.531,0.552,2,-9.721,0,0.0382,0.221,0.0,0.12,0.244,94.979,212133,4,29.44102,10,0
11913,Edens Edge,0.509,0.688,5,-3.892,1,0.0313,0.345,0.0,0.151,0.434,179.047,228560,4,47.38287,11,1
7029,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,25.18913,10,1
4714,Nicola Conte,0.557,0.876,5,-6.985,0,0.042,0.133,0.208,0.132,0.425,109.979,377287,4,19.93213,13,0
7369,Coldplay Featuring Rihanna,0.425,0.69,0,-6.221,1,0.0351,0.00385,0.0154,0.287,0.233,84.99,239216,4,35.33047,10,1
11059,Manilla Road,0.29,0.878,0,-7.514,0,0.06,0.102,0.0277,0.434,0.301,93.522,333413,4,28.45563,13,0
3343,Anthony Braxton,0.291,0.281,5,-14.198,1,0.0343,0.961,0.912,0.107,0.134,81.512,1369173,4,90.25815,46,0
7824,Bilal Saeed,0.651,0.538,3,-7.043,1,0.0413,0.854,1.42e-06,0.0999,0.467,79.985,235297,4,39.11681,8,0
1544,Yiruma,0.318,0.207,9,-21.487,1,0.051,0.988,0.948,0.0881,0.11,145.283,188800,4,30.9281,8,0
1572,Bolt Thrower,0.18,0.979,4,-7.762,1,0.342,1.09e-05,0.466,0.109,0.0658,163.013,278760,4,50.5704,6,0
66,Plan Three,0.51,0.881,11,-4.384,0,0.0354,0.000591,1.46e-05,0.131,0.278,91.034,232093,4,31.97236,9,0
5885,Daughtry,0.438,0.919,0,-2.91,0,0.0495,0.00674,0.0,0.158,0.195,151.026,225813,4,34.01444,8,1
3976,The Residents,0.382,0.591,9,-11.342,1,0.249,0.0427,0.00509,0.458,0.246,171.853,327173,4,42.00867,19,0
968,Kleerup,0.642,0.756,9,-5.526,0,0.0617,0.305,0.252,0.0825,0.525,120.016,264040,4,47.77681,13,0
9543,Shakira,0.763,0.758,6,-5.106,1,0.0576,0.64,0.0,0.0706,0.515,92.727,198827,4,31.45224,10,1
486,JAY-Z,0.509,0.952,2,-4.444,0,0.336,0.144,0.0,0.135,0.7,83.068,275373,4,49.43229,15,1
7500,Rita Ora,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011,203467,4,46.59437,10,1
3618,Synapscape,0.546,0.968,1,-6.793,1,0.172,2.08e-05,0.852,0.395,0.124,138.918,256720,4,31.39607,8,0
216,Joe Mcphee,0.393,0.0523,9,-22.591,0,0.0452,0.967,0.255,0.0768,0.0853,140.557,439240,3,63.46445,21,0
12249,Mary Lou Lord,0.628,0.638,11,-8.033,1,0.0302,0.293,3.01e-05,0.189,0.73,123.355,213720,4,44.49267,10,0
1881,Ryan Duarte,0.805,0.772,3,-5.734,0,0.0278,0.12,0.0,0.0594,0.969,130.033,208427,4,46.60368,6,1
4109,Ryan Cabrera,0.242,0.831,1,-5.556,1,0.0835,0.0242,0.0,0.257,0.623,190.078,185507,4,32.21675,10,1
3640,Angie Stone,0.698,0.662,10,-7.997,1,0.087,0.564,1.38e-06,0.0875,0.81,141.639,283701,4,53.61877,13,1
7959,Tipling Rock,0.58,0.388,0,-8.512,0,0.059,0.74,0.0,0.108,0.611,74.851,196500,4,26.66052,7,0
4156,Trey Songz Featuring Drake,0.69,0.76,0,-4.778,1,0.0587,0.0678,0.0,0.184,0.468,89.958,247933,4,30.1088,10,1
9116,3OH!3 Featuring Ke$ha,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,192440,4,28.03629,12,1
11946,The Wanted,0.636,0.732,7,-6.209,0,0.0962,0.242,0.0,0.498,0.679,128.11,198800,4,31.24021,9,1
4616,Staind,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,4,51.5201,10,1
4828,Gigatrón,0.403,0.925,0,-5.125,1,0.112,0.01,0.00622,0.391,0.718,181.941,127027,4,34.57338,6,0
766,Kanye West Featuring Dwele,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507,4,31.82586,18,1
2394,Andy Griggs,0.679,0.528,7,-7.901,1,0.0267,0.0754,0.0,0.12,0.274,99.035,199733,4,36.15749,8,1
5439,Jet,0.398,0.547,0,-6.846,1,0.0261,0.414,0.00143,0.146,0.305,73.396,230880,4,26.95939,8,1
9661,De-Phazz,0.709,0.415,1,-13.142,1,0.028,0.169,0.939,0.11,0.441,100.451,225280,3,57.93645,10,0
4007,Boomkat,0.607,0.914,0,-2.951,0,0.0562,0.0163,0.0,0.323,0.716,95.257,189160,4,49.42028,8,1
4022,Chromatics,0.645,0.914,0,-5.737,0,0.083,0.672,0.311,0.123,0.632,101.372,366998,4,33.84484,9,0
5934,Graveland,0.313,0.845,1,-11.631,1,0.0849,0.0012,0.869,0.11,0.0555,124.991,193453,4,57.06341,5,0
2598,Will Smith,0.873,0.833,1,-5.511,1,0.189,0.198,0.0,0.237,0.927,112.001,239293,4,21.22895,12,1
3349,Spoon,0.785,0.575,9,-8.105,1,0.0341,0.213,0.000144,0.101,0.558,123.026,244240,4,44.31439,12,0
5039,Mariah Carey,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360,4,23.49834,11,1
28,Joe Mcphee,0.536,0.081,8,-20.968,1,0.0877,0.958,0.922,0.113,0.477,138.498,186973,1,27.01863,8,0
7810,Shakira Featuring Maluma,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,4,71.37941,8,1
10740,Chris Stapleton,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4,86.43585,6,1
9444,Lil Tecca,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4,27.22708,6,1
9957,Gesaffelstein & The Weeknd,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,202093,4,51.9986,8,1
6702,Post Malone Featuring SZA,0.724,0.772,6,-4.389,0,0.184,0.248,0.0,0.308,0.347,95.074,168280,4,38.72771,8,1
3042,Mark Farina,0.84,0.521,8,-8.47,1,0.0691,0.00799,0.294,0.0815,0.707,129.539,229778,4,82.04937,6,0
3146,Bow Wow Featuring Chris Brown & Johnta Austin,0.758,0.642,7,-8.128,0,0.221,0.0745,0.0,0.191,0.701,142.078,268067,4,28.39168,15,1
8756,Maribou State,0.729,0.456,6,-6.795,0,0.0528,0.62,0.000133,0.0919,0.221,110.999,219946,4,28.74581,12,0
11371,I Prevail,0.437,0.863,11,-5.28,0,0.0941,0.00302,0.0,0.144,0.233,194.073,240928,4,25.84392,15,1
4200,Baracuda,0.568,0.999,2,-3.835,1,0.0619,0.00496,0.000167,0.352,0.534,138.013,226087,4,28.28017,9,0
10184,Juicy J,0.862,0.75,1,-5.03,1,0.368,0.00116,0.0,0.437,0.626,172.041,202227,4,23.90592,9,0
10082,Badshah,0.77,0.824,1,-6.491,0,0.0851,0.485,0.0,0.318,0.49,172.006,178605,4,16.4114,11,0
1453,Ghostface Killah Featuring Ne-Yo,0.718,0.663,8,-5.154,1,0.19,0.013,0.0,0.0631,0.488,95.728,242000,4,42.12239,10,1
8495,Drake Featuring PARTYNEXTDOOR,0.878,0.406,1,-9.961,1,0.249,0.136,0.000231,0.112,0.785,128.015,195053,4,37.9837,7,1
3470,Emerson Drive,0.501,0.813,2,-5.01,1,0.0342,0.238,0.0,0.39,0.595,96.986,168867,4,59.80233,5,1
3936,Leron Thomas,0.481,0.0112,1,-31.868,1,0.0418,0.936,0.4,0.108,0.0569,88.113,108267,3,38.39678,7,0
3018,Antibalas,0.807,0.941,9,-7.675,0,0.0891,0.0921,0.85,0.0449,0.464,108.099,352560,4,36.89414,10,0
12146,Crazy Daylight,0.804,0.731,11,-9.151,0,0.207,0.000596,0.517,0.0698,0.654,107.985,226906,4,37.9368,9,0
9960,Rich The Kid,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,4,20.944,9,1
11407,Black Book Lodge,0.334,0.678,5,-3.374,1,0.0441,0.0137,0.0102,0.0749,0.0613,119.82,276293,4,28.69858,7,0
8685,Little Big Town,0.739,0.696,3,-5.149,0,0.0247,0.0459,9.61e-05,0.107,0.492,97.004,223573,4,26.16576,9,1
11096,Wale Featuring Usher,0.416,0.712,5,-6.671,0,0.384,0.438,0.0,0.0642,0.581,78.015,395951,4,23.64515,13,1
4122,Stephen Malkmus,0.509,0.779,11,-7.133,0,0.0303,0.00128,0.493,0.316,0.933,203.531,183027,4,33.47294,9,0
1693,David Rovics,0.537,0.496,2,-8.527,1,0.0377,0.495,0.0,0.104,0.668,146.585,164133,4,35.4011,8,0
4809,Avril Lavigne,0.348,0.907,5,-3.66,0,0.0497,0.000516,0.0,0.161,0.177,185.406,212413,4,53.85285,6,1
4973,Aswefall,0.64,0.321,7,-9.537,1,0.028,0.0854,0.00195,0.304,0.159,79.922,197080,4,25.36081,10,0
11321,Alice Coltrane,0.205,0.55,5,-11.976,1,0.0387,0.0794,0.935,0.194,0.159,116.912,278253,4,127.35746,10,0
12104,Birdman Featuring Lil Wayne,0.652,0.7,8,-2.908,0,0.139,0.000679,0.0,0.184,0.628,148.119,260413,4,140.10576,8,1
9101,Bebe Rexha,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4,44.56937,7,1
10702,Blanco Brown,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4,40.48284,10,1
3510,Steal Vybe,0.619,0.562,10,-13.215,0,0.0515,2.74e-05,0.889,0.034,0.587,125.997,444035,4,46.24547,15,0
763,Orianthi,0.619,0.917,5,-2.582,1,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,200347,4,33.97347,7,1
6821,Galantis,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,4,46.34723,8,1
4607,Exciter,0.521,0.945,4,-4.211,0,0.0666,0.00012,0.000731,0.0537,0.546,97.65,220960,4,19.91722,10,0
10042,Dying Fetus,0.306,0.973,1,-6.021,1,0.0649,0.000522,0.555,0.308,0.308,109.83,282080,4,44.74335,12,0
12093,Procession,0.274,0.828,0,-6.486,1,0.0526,0.00309,9.62e-05,0.927,0.157,111.967,537750,4,84.51593,14,0
8660,DJ Deeon,0.791,0.792,4,-10.869,0,0.0496,1.86e-05,0.204,0.0781,0.576,135.031,315023,4,26.10256,17,0
9840,Bondax,0.737,0.831,6,-5.622,1,0.0961,0.0628,9.34e-06,0.303,0.552,119.981,206813,4,21.98853,10,0
6663,Solefald,0.465,0.964,1,-5.347,1,0.166,0.0257,0.000321,0.132,0.533,159.991,475099,4,37.23934,28,0
2563,Jane's Addiction,0.369,0.996,10,-1.531,0,0.0931,3.83e-05,0.14,0.249,0.209,98.162,231853,4,23.85544,11,1
5503,Usher,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,224640,4,40.06613,10,1
4687,Koudlam,0.51,0.639,5,-7.336,1,0.0837,0.014,0.0956,0.0489,0.106,140.142,326653,4,48.24477,12,0
9454,"ScHoolboy Q, 2 Chainz & Saudi",0.768,0.471,2,-8.406,1,0.259,0.0201,0.0,0.268,0.405,131.023,267427,4,29.34349,13,1
744,Jonas Brothers,0.473,0.903,7,-6.123,1,0.0678,0.0145,1.23e-06,0.195,0.452,161.956,183120,4,28.2859,6,1
4870,Lil' Kim,0.743,0.774,1,-7.697,1,0.325,0.0262,0.0,0.137,0.646,106.082,251200,4,22.60116,13,1
3786,Halford,0.491,0.956,2,-7.126,1,0.102,1.8e-05,0.000562,0.0649,0.11,137.005,172360,4,65.8787,7,0
7416,Yma Sumac,0.723,0.638,10,-8.479,1,0.0767,0.816,0.000307,0.133,0.867,104.344,175773,4,58.52419,11,0
6335,Michael Ray,0.557,0.909,11,-3.405,1,0.0423,0.00769,0.0,0.317,0.857,152.13,181400,4,31.7842,8,1
11120,The Poets Of Rhythm,0.81,0.835,6,-7.313,1,0.0711,0.0632,0.048,0.0647,0.907,91.749,201280,4,41.95176,7,0
3158,Taylor Swift,0.726,0.28,6,-11.744,0,0.941,0.83,0.0,0.144,0.591,118.747,81270,4,54.14363,4,1
11372,Billie Eilish,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371,4,41.30038,9,1
10966,Erik Satie,0.576,0.0115,9,-37.832,0,0.131,0.996,0.95,0.0667,0.412,77.641,149933,3,32.50306,10,0
2179,Meshuggah,0.312,0.949,1,-6.302,1,0.0731,3.76e-05,0.643,0.217,0.21,133.03,325637,3,45.59432,10,0
9111,The Worship Initiative,0.392,0.607,3,-7.79,1,0.0318,0.122,0.0,0.11,0.175,160.103,337954,4,47.64082,9,0
7407,Powerwolf,0.208,0.847,3,-5.864,0,0.193,0.00795,2.24e-06,0.788,0.204,78.265,360573,4,20.87006,14,0
3798,Nelly Featuring Ashanti & Akon,0.574,0.636,7,-7.173,0,0.325,0.142,0.0,0.0962,0.781,179.979,209707,4,83.28132,9,1
